aproveitamento_visitante;aproveitamento_mandante;local;status_transmissao_tr;status_cronometro_tr;periodo_tr;partida_data;inicio_cronometro_tr;placar_oficial_visitante;placar_oficial_mandante;partida_id;clube_visitante_posicao;clube_visitante_id;clube_casa_posicao;clube_casa_id;timestamp;campeonato_id;valida;transmissao.label;transmissao.url;rodada;file_source
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-30 20:30:00;;;;334166;0;286;0;292;1764545400;26;True;;;32;datalake/01-landing/season-2025/partidas/partidas_rodada_32.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334207;0;282;0;266;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334208;0;287;0;267;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334209;0;2305;0;264;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334210;0;275;0;276;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334211;0;284;0;280;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334212;0;292;0;283;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334213;0;263;0;285;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334214;0;262;0;265;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334215;0;277;0;354;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-16 20:30:00;;;;334216;0;356;0;286;1760657400;26;True;;;27;datalake/01-landing/season-2025/partidas/partidas_rodada_27.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334217;0;286;0;266;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334218;0;262;0;263;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334219;0;280;0;275;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334220;0;264;0;277;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334221;0;285;0;2305;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334222;0;283;0;282;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334223;0;276;0;284;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334224;0;265;0;287;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334225;0;267;0;356;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-10-26 20:30:00;;;;334226;0;354;0;292;1761521400;26;True;;;28;datalake/01-landing/season-2025/partidas/partidas_rodada_28.json
['d', 'v', 'v', 'v', 'e'];['v', 'v', 'd', 'v', 'e'];Maracanã;;;;2025-05-10 21:00:00;;0;1;334035;6;265;2;262;1746921600;26;True;saiba como foi;https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/10-05-2025/flamengo-bahia.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['d', 'd', 'v', 'v', 'e'];['v', 'v', 'v', 'e', 'v'];Nilton Santos (Engenhão);;;;2025-05-11 20:00:00;;0;4;334036;12;285;5;263;1747004400;26;True;saiba como foi;https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/11-05-2025/botafogo-internacional.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['d', 'd', 'd', 'e', 'v'];['d', 'd', 'e', 'v', 'e'];Arena Barueri;;;;2025-05-11 17:30:00;;0;1;334038;14;276;4;275;1746995400;26;True;saiba como foi;https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/11-05-2025/palmeiras-sao-paulo.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['d', 'v', 'd', 'd', 'e'];['d', 'v', 'v', 'd', 'e'];Allianz Parque;;;;2025-05-12 20:00:00;;0;0;334040;11;354;17;277;1747090800;26;True;saiba como foi;https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/12-05-2025/santos-ceara.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['e', 'd', 'v', 'd', 'e'];['v', 'v', 'e', 'v', 'e'];Maião;;;;2025-05-10 18:30:00;;1;2;334041;10;264;7;2305;1746912600;26;True;saiba como foi;https://ge.globo.com/sp/tem-esporte/futebol/brasileirao-serie-a/jogo/10-05-2025/mirassol-corinthians.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['v', 'v', 'd', 'd', 'e'];['e', 'v', 'v', 'd', 'd'];Arena MRV;;;;2025-05-11 17:30:00;;2;3;334042;8;266;9;282;1746995400;26;True;saiba como foi;https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/11-05-2025/atletico-mg-fluminense.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['d', 'v', 'e', 'd', 'e'];['v', 'v', 'e', 'd', 'e'];Arena do Grêmio;;;;2025-05-10 18:30:00;;1;1;334043;3;280;13;284;1746912600;26;True;saiba como foi;https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/10-05-2025/gremio-bragantino.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['d', 'd', 'v', 'd', 'e'];['e', 'd', 'e', 'v', 'e'];Barradão;;;;2025-05-10 18:30:00;;1;2;334044;16;267;15;287;1746912600;26;True;saiba como foi;https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/10-05-2025/vitoria-vasco.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['e', 'd', 'd', 'v', 'd'];['d', 'd', 'd', 'd', 'e'];Presidente Vargas (CE);;;;2025-05-10 16:00:00;;0;5;334045;18;286;19;356;1746903600;26;True;saiba como foi;https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/10-05-2025/fortaleza-juventude.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['e', 'v', 'v', 'v', 'e'];['e', 'd', 'd', 'd', 'e'];Ilha do Retiro;;;;2025-05-11 16:00:00;;4;0;334046;1;283;20;292;1746990000;26;True;saiba como foi;https://ge.globo.com/pe/futebol/brasileirao-serie-a/jogo/11-05-2025/sport-cruzeiro.ghtml?utm_source=cartolafc;08;datalake/01-landing/season-2025/partidas/partidas_rodada_08.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334227;0;275;0;262;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334228;0;266;0;267;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334229;0;282;0;264;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334230;0;287;0;277;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334231;0;276;0;2305;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334232;0;356;0;283;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334233;0;292;0;285;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334234;0;284;0;265;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334235;0;263;0;354;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-11-09 20:30:00;;;;334236;0;280;0;286;1762731000;26;True;;;29;datalake/01-landing/season-2025/partidas/partidas_rodada_29.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334147;0;263;0;266;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334148;0;283;0;267;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334149;0;262;0;264;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334150;0;354;0;276;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334151;0;277;0;280;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334152;0;2305;0;282;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334153;0;287;0;284;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334154;0;275;0;265;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334155;0;292;0;356;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-28 20:30:00;;;;334156;0;285;0;286;1759102200;26;True;;;25;datalake/01-landing/season-2025/partidas/partidas_rodada_25.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334128;0;277;0;262;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334130;0;286;0;267;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334132;0;354;0;264;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334134;0;280;0;276;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334136;0;275;0;2305;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334139;0;266;0;283;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334141;0;265;0;285;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334142;0;263;0;287;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334144;0;284;0;356;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-03 20:30:00;;;;334146;0;282;0;292;1764804600;26;True;;;33;datalake/01-landing/season-2025/partidas/partidas_rodada_33.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334117;0;262;0;266;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334118;0;292;0;263;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334119;0;276;0;264;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334120;0;2305;0;277;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334121;0;287;0;280;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334122;0;275;0;282;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334123;0;267;0;284;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334124;0;356;0;265;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334125;0;285;0;354;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-07 20:30:00;;;;334126;0;283;0;286;1765150200;26;True;;;34;datalake/01-landing/season-2025/partidas/partidas_rodada_34.json
['e', 'd', 'e', 'v', 'e'];['v', 'v', 'd', 'd', 'e'];Maracanã;;;;2025-04-20 18:30:00;;1;1;333937;15;287;8;266;1745184600;26;True;saiba como foi;https://ge.globo.com/futebol/brasileirao-serie-a/jogo/20-04-2025/fluminense-vitoria.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['v', 'v', 'd', 'v', 'e'];['d', 'd', 'v', 'd', 'e'];Maracanã;;;;2025-04-19 18:30:00;;0;0;333938;2;262;16;267;1745098200;26;True;saiba como foi;https://ge.globo.com/futebol/brasileirao-serie-a/jogo/19-04-2025/vasco-flamengo.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['e', 'd', 'd', 'd', 'e'];['e', 'd', 'v', 'd', 'e'];Neo Química Arena;;;;2025-04-19 16:00:00;;1;2;333939;20;292;10;264;1745089200;26;True;saiba como foi;https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/19-04-2025/corinthians-sport.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['d', 'v', 'v', 'd', 'e'];['d', 'd', 'd', 'e', 'v'];Morumbis;;;;2025-04-20 16:00:00;;1;2;333940;17;277;14;276;1745175600;26;True;saiba como foi;https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/20-04-2025/sao-paulo-santos.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['e', 'v', 'v', 'v', 'e'];['d', 'v', 'e', 'd', 'e'];Nabi Abi Chedid;;;;2025-04-20 20:30:00;;0;1;333941;1;283;3;280;1745191800;26;True;saiba como foi;https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/20-04-2025/bragantino-cruzeiro.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['v', 'v', 'v', 'e', 'v'];['e', 'v', 'v', 'd', 'd'];Mineirão;;;;2025-04-20 16:00:00;;0;1;333942;5;263;9;282;1745175600;26;True;saiba como foi;https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/20-04-2025/atletico-mg-botafogo.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['d', 'd', 'v', 'v', 'e'];['v', 'v', 'e', 'd', 'e'];Arena do Grêmio;;;;2025-04-19 21:00:00;;1;1;333943;12;285;13;284;1745107200;26;True;saiba como foi;https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/19-04-2025/gremio-internacional.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['d', 'v', 'd', 'd', 'e'];['d', 'v', 'v', 'v', 'e'];Casa de Apostas Arena Fonte Nova;;;;2025-04-21 20:00:00;;0;1;333944;11;354;6;265;1745276400;26;True;saiba como foi;https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/21-04-2025/bahia-ceara.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['d', 'd', 'e', 'v', 'e'];['d', 'd', 'd', 'd', 'e'];Castelão (CE);;;;2025-04-20 18:30:00;;2;1;333945;4;275;19;356;1745184600;26;True;saiba como foi;https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/20-04-2025/fortaleza-palmeiras.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['v', 'v', 'e', 'v', 'e'];['e', 'd', 'd', 'v', 'd'];Alfredo Jaconi;;;;2025-04-20 11:00:00;;2;2;333946;7;2305;18;286;1745157600;26;True;saiba como foi;https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/20-04-2025/juventude-mirassol.ghtml?utm_source=cartolafc;05;datalake/01-landing/season-2025/partidas/partidas_rodada_05.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333947;0;265;0;266;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333948;0;356;0;263;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333949;0;286;0;264;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333950;0;283;0;277;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333951;0;262;0;2305;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333952;0;267;0;282;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333953;0;280;0;285;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333954;0;276;0;287;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333955;0;275;0;354;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-21 20:30:00;;;;333956;0;284;0;292;1766359800;26;True;;;38;datalake/01-landing/season-2025/partidas/partidas_rodada_38.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334047;0;264;0;266;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334048;0;354;0;267;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334049;0;285;0;275;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334050;0;263;0;276;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334051;0;292;0;280;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334052;0;277;0;282;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334053;0;2305;0;284;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334054;0;283;0;265;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334055;0;287;0;356;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-09-14 20:30:00;;;;334056;0;262;0;286;1757892600;26;True;;;23;datalake/01-landing/season-2025/partidas/partidas_rodada_23.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333987;0;354;0;262;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333988;0;2305;0;267;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333989;0;287;0;275;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333990;0;285;0;276;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333991;0;282;0;280;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333992;0;263;0;283;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333993;0;266;0;284;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333994;0;292;0;265;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333995;0;264;0;356;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
['', '', '', '', ''];['', '', '', '', '']; ;;;;2025-12-17 20:30:00;;;;333996;0;277;0;286;1766014200;26;True;;;37;datalake/01-landing/season-2025/partidas/partidas_rodada_37.json
